news_id,manchete_emocao,manchete_polaridade,f1_emocao,f1_polaridade,f2_emocao,f2_polaridade,f3_emocao,f3_polaridade,geral_emocao,geral_polaridade,pensamento,manchete,f1,f2,f3
2291,surpresa,neutro,neutro,neutro,medo,negativo,alegria,positivo,alegria,positivo,"A manchete indica surpresa, pois questiona a capacidade dos economistas de prever o PIB, destacando o crescimento inesperado. F1 apresenta uma polaridade neutra, pois discute o crescimento acima do esperado sem expressar opinião direta. F2 traz uma emoção de medo, pois a dificuldade em prever mudanças estruturais na economia gera incerteza. F3, por sua vez, tem uma emoção de alegria, pois as reformas e melhorias no ambiente de negócios são vistas como positivas e promissoras. No geral, a notícia reflete uma transição positiva apesar das incertezas e dificuldades iniciais.",Por que os economistas estão errando o PIB?,"O IBGE divulgou um crescimento de 0,9% do PIB no 2º trimestre de 2023, acima das estimativas do mercado, refletindo possíveis limitações dos modelos econômicos tradicionais diante de mudanças estruturais na economia brasileira.","A evolução tecnológica, a diversificação dos profissionais de economia e as transformações no agronegócio têm dificultado a precisão das projeções, especialmente em contextos de “quebra estrutural” e mudanças na composição do PIB.","Apesar das dificuldades, as reformas em andamento estão promovendo melhorias no ambiente de negócios, indicando um momento de transição para uma economia mais robusta e diversificada."
2302,neutro,neutro,neutro,neutro,medo,negativo,medo,negativo,medo,negativo,"A manchete sugere uma postura cautelosa e dependente de dados do BCE, indicando possível ajuste de juros, o que caracteriza uma emoção de neutro devido à falta de uma direção clara e forte. f1 confirma essa abordagem, destacando a incerteza e a necessidade de análise de dados, o que mantém a emoção neutra. f2 introduz uma emoção de medo ao mencionar os impactos negativos das políticas de juros restritivas sobre a economia, como desaceleração no mercado de trabalho e no setor de serviços. f3 reforça a postura de cautela e a dependência de dados, mas menciona riscos de desaceleração global, o que mantém a emoção geral de medo devido à incerteza e volatilidade do mercado. O geral é medo, pois apesar da postura neutra do BCE, há uma preocupação clara com os impactos negativos das políticas de juros atuais.","BCE não está necessariamente no pico de juros e segue dependente de dados, diz Lagarde","A presidente do Banco Central Europeu, Christine Lagarde, afirmou que a taxa de juros na zona do euro pode ainda não ter atingido seu pico, ressaltando a necessidade de avaliar os dados e projeções.","Ela destacou que o nível atual de juros busca conter a inflação e que as condições financeiras mais restritivas já impactam o crescimento econômico, com sinais de desaceleração no mercado de trabalho e no setor de serviços.","Lagarde reforçou a postura dependente de dados do BCE, indicando a possibilidade de pausa no aperto monetário e mantendo a expectativa de crescimento para 2024, embora advirtindo sobre riscos de desaceleração global."
2335,neutro,neutro,neutro,neutro,neutro,positivo,medo,negativo,neutro,neutro,"A manchete é neutra, pois apenas informa sobre o Fundo de Participação dos Municípios (FPM), sem expressar qualquer sentimento ou opinão. O f1 também é neutro, pois apresenta uma explicação factual e técnica sobre como o FPM é calculado e gerenciado. O f2 possui uma polaridade positiva devido ao aumento progressivo do percentual de repasse ao FPM, o que reflete uma melhoria na alocação de recursos e é uma informação positiva para os municípios. O f3 apresenta uma polaridade negativa, pois menciona a demanda dos prefeitos por mais recursos e a questão dos atrasos nos pagamentos, o que gera incerteza e frustração. A emoção geral da notícia é neutra, pois apesar do conteúdo negativo no f3, a notícia como um todo foca em informações factuais e não expressa claramente uma emoção dominante.",Entenda o que é o Fundo de Participação dos Municípios,"O Fundo de Participação dos Municípios (FPM) é uma verba federal destinada a cidades brasileiras, calculada com base na arrecadação do Imposto de Renda e do IPI, e controlada pelo Ministério da Fazenda.","Desde sua criação em 1965, o percentual de repasse aumentou de 10% para 25,5%, com previsão de atingir esse valor até 2025 conforme emenda constitucional de 2021.","Em 2023, os prefeitos reivindicam aumento de 1,5% no fundo e a pontualidade nos pagamentos, que têm sofrido atrasos, enquanto o governo federal não se manifestou sobre as demandas até o momento."
2338,alegria,positivo,alegria,positivo,neutro,neutro,neutro,neutro,alegria,positivo,"A manchete expressa uma emoção de alegria, pois indica um crescimento significativo no superavit da balança comercial brasileira, que é um indicador positivo para a economia do país. O f1 também transmite alegria ao destacar o crescimento das exportações, especialmente no setor agrícola, reforçando o sucesso econômico. O f2 é neutro, pois apresenta informações factuais sobre a queda das importações e seu impacto no superavit, sem expressar uma emoção clara. O f3 é neutro, pois, apesar de sugerir um cenário positivo com a previsão de um recorde de superavit, a linguagem é informativa e não expressa uma emoção clara. O rótulo geral é de alegria, pois a notícia como um todo reflete um cenário econômico positivo, com crescimento no superavit e previsões favoráveis.",Balança comercial em agosto: superavit brasileiro sobe 137% em relação a 2022,"As exportações brasileiras em agosto cresceram 15,8% em relação ao ano anterior, atingindo 31,2 bilhões de dólares, impulsionadas principalmente pelo setor agrícola.","A forte queda nas importações, de 19,6%, contribuiu para um superávit de 9,8 bilhões de dólares, elevando o saldo da balança comercial.","A previsão do MDIC é de que o Brasil registre um recorde de superavit em 2023, de US$ 84,7 bilhões, devido à redução dos preços de commodities e à desaceleração econômica que diminui as importações."
2358,neutro,neutro,neutro,neutro,neutro,negativo,neutro,neutro,neutro,neutro,"A manchete indica uma estabilidade econômica com inflação e desemprego em níveis esperados ou melhores que o esperado, o que sugere uma emoção neutra com polaridade neutra. A primeira parte do texto reforça essa neutralidade ao destacar estabilidade e um recorde histórico positivo no desemprego. A segunda parte menciona a persistência da alta inflacionária, o que poderia indicar medo ou preocupação, mas foca em dados passados e objetivos, mantendo a polaridade negativa e a emoção neutra. A terceira parte volta a destacar a estabilidade no mercado de trabalho, o que sugere uma emoção neutra e polaridade neutra. No geral, a notícia apresenta uma visão equilibrada e factual, sem destacar uma emoção dominante clara, mantendo a polaridade neutra.","Inflação na zona do euro permanece em 5,3% e desemprego mantém menor índice histórico","A inflação na Eurozona permaneceu estável em 5,3% em agosto, acima das expectativas dos analistas, enquanto a taxa de desemprego atingiu 6,4%, seu menor índice histórico desde 1998.","Os dados refletem a persistência da alta inflacionária, que atingiu 10,6% em outubro de 2022 devido ao aumento dos preços do gás e petróleo causados pela guerra na Ucrânia.","Apesar disso, o mercado de trabalho mantém estabilidade, com o desemprego na zona do euro e na União Europeia permanecendo em 6,4% e 5,9%, respectivamente."
2359,alegria,positivo,alegria,positivo,medo,negativo,alegria,positivo,alegria,positivo,"A manchete expressa alegria com a confirmação do rating, sugerindo confiança no desempenho econômico. F1 continua com alegria, enfatizando os pontos fortes da economia chinesa. F2 apresenta uma perspectiva de medo, apontando riscos e desafios econômicos. F3 mostra uma visão otimista, com projeção de crescimento e uma visão de desacoplamento gradual, o que reflete alegria. Geralmente, a análise da Fitch traz uma perspectiva positiva, embora reconheça os riscos.","Fitch reafirma rating da China em A+, com perspectiva estável","A Fitch reafirmou o rating da China em A+ com perspectiva estável, destacando suas finanças externas fortes e o tamanho da economia como fatores de apoio.","A agência aponta riscos fiscais, de estabilidade macrofinanceira e setores endividados, além de uma desaceleração no crescimento e dificuldades no setor imobiliário que podem agravar os desafios econômicos.","Apesar disso, a Fitch projeta um crescimento médio de quase 5% ao ano nos próximos cinco anos e considera que o ritmo de desacoplamento com os EUA será gradual, mantendo o valor do mercado doméstico chinês para empresas globais."
2369,neutro,neutro,alegria,positivo,alegria,positivo,medo,positivo,alegria,positivo,"A manchete transmite uma informação neutra sobre o limite financeiro projetado pelo governo, sem expressar opinião ou especulação. A f1 enfatiza a importância do planejamento, indicando uma abordagem estratégica e positiva do governo. A f2 detalha os objetivos do plano, focando em metas sociais e ambientais positivas, o que sugere uma emoção de alegria devido ao otimismo em áreas prioritárias. A f3 reforça a transparência e a responsabilidade, o que é positivo, mas devido à menção da falta de punições, pode gerar uma leve emoção de medo relacionada à eficácia do plano. No geral, a notícia tende ao positivo, com um foco em planejamento, metas sociais e transparência.","Plano Plurianual 2024-2027: Governo projeta limite financeiro de R$ 13,3 trilhões para quatro anos","O Plano Plurianual 2024-2027, entregue ao Congresso, estabelece um limite financeiro de R$ 13,3 trilhões e busca reforçar o planejamento como estratégia central do governo.","O documento inclui metas e indicadores monitorados periodicamente, com foco em áreas como saúde, educação, meio ambiente e redução da pobreza, além de envolver ampla participação social na sua elaboração.","Apesar de não prever punições por descumprimento, o PPA visa promover maior transparência e responsabilidade na gestão dos recursos públicos, orientando as ações do governo até 2027."
2374,alegria,positivo,neutro,neutro,neutro,neutro,neutro,neutro,alegria,positivo,"A manchete apresenta uma informação positiva sobre a redução da Dívida Pública Federal, o que pode gerar um sentimento de alegria e confiança. No f1, os detalhes da redução, como resgates líquidos e correção de juros, são apresentados de forma neutra, apenas informando os fatos. O f2 também é neutro, pois descreve a mudança na composição dos títulos de dívida e a redução da dívida externa, sem expressar opinião ou especulação. No f3, o aumento do prazo médio e do custo médio em 12 meses é relatado de forma neutra, apesar de refletir ajustes na estrutura da dívida. No geral, a notícia é positiva, pois a redução da dívida pública e os ajustes na sua estrutura podem ser vistos como medidas positivas para a economia.","Dívida Pública Federal cai 0,80% e fecha julho em R$ 6,142 trilhões","O estoque da Dívida Pública Federal (DPF) caiu 0,80% em julho, encerrando o mês em R$ 6,142 trilhões, devido a resgates líquidos de R$ 92,68 bilhões e correção de juros de R$ 43,44 bilhões.","A dívida interna recuou 0,74%, enquanto a externa diminuiu 2,17%, e a composição dos títulos apresentou mudanças, com aumento na participação de títulos atrelados à Selic e redução nos prefixados.","O prazo médio da dívida aumentou para 4,06 anos, e o custo médio em 12 meses subiu para 10,07% ao ano, refletindo ajustes na estrutura da dívida pública."
2386,alegria,positivo,neutro,neutro,neutro,neutro,neutro,neutro,neutro,neutro,"A manchete indica uma medida econômica positiva que pode estimular a produção e a economia, refletindo alegria. f1 reforça essa medida com detalhes factuais, mantendo-se neutro. f2 menciona desafios internacionais, mas destaca a resiliência da economia francesa, indicando um sentimento geral de neutralidade. f3 apresenta medidas adicionais contra a inflação e compromissos ambientais, o que é positivo, mas com um contexto neutro. A emoção geral é neutra, pois a notícia transmite informações factuais e medidas positivas, mas não expressa fortes emoções.",França pretende cortar 1 bi de euros em impostos sobre produção em 2024,"O ministro da Economia da França, Bruno Le Maire, anunciou que o governo pretende reduzir em 1 bilhão de euros os impostos sobre a produção em 2024.","Ele afirmou que a economia francesa permanece resistente apesar do cenário internacional desafiador, incluindo a guerra na Ucrânia e seus impactos no setor de energia.","Le Maire destacou a necessidade de combater a inflação, especialmente no setor de serviços, e reforçou o compromisso da França de alcançar a neutralidade de carbono até 2045."
2392,alegria,positivo,neutro,neutro,alegria,positivo,surpresa,positivo,alegria,positivo,"A manchete expressa uma alegria mista com surpresa pela possível renegociação de uma dívida, o que pode ser visto como positivo para o BNDES. O f1 apresenta informações factuais sobre a negociação, com uma carga neutra, mas com implicações positivas para a estabilidade financeira do banco. O f2 revela uma postura de alegria e positividade, pois Mercadante busca condicionais favoráveis ao banco, como a redução de dividendos, alinhando-se às práticas internacionais. O f3 contém uma emoção de surpresa com uma carga positiva, pois Mercadante indica uma mudança benéfica na política de dividendos e na relação entre o BNDES e o Tesouro Nacional.","BNDES quer parcelar pagamento de parcela de R$ 24 bi ao Tesouro, diz Mercadante","O presidente do BNDES, Aloizio Mercadante, anunciou que negocia com o Ministério da Fazenda e o TCU a renegociação do pagamento de R$ 24 bilhões ao Tesouro Nacional, referente à última parcela de um acordo de devolução de R$ 69 bilhões.","Ele afirmou que busca parcelar esse valor e reduzir o pagamento de dividendos, destacando que o papel do banco não é financiar o Tesouro e que bancos de desenvolvimento no mundo pagam, no máximo, 25% de dividendos ao governo.","Mercadante também afirmou que o BNDES não pagava dividendos e que deseja separar a relação do Tesouro com o banco, buscando uma mudança nesse entendimento."
2417,neutro,neutro,neutro,neutro,alegria,positivo,neutro,neutro,neutro,neutro,"A manchete apresenta um fato neutro, descrevendo as atividades econômicas e diplomáticas de Alckmin sem emitir juízo. O f1 é neutro, relatando eventos factuais sem expressar emoção. O f2 apresenta uma visão positiva, com Alckmin destacando a necessidade de redução da taxa de juros para impulsionar a economia, o que gera expectativas positivas. O f3 é neutro, relatando presença em eventos relacionados ao setor automotivo e diplomacia com a China, sem expressar emoção ou opinião.","Com Lula na África, Alckmin foca em agenda econômica em SP e relação com a China","Durante a semana, o vice-presidente Geraldo Alckmin realizou uma série de eventos em São Paulo com foco em pautas econômicas e desenvolvimento regional, incluindo a participação na 24ª Conferência Santander e em cerimônias de renovação de frotas.","Além disso, Alckmin participou de reuniões em Brasília, como a Comissão Sino-Brasileira de Alto Nível de Concertação e Cooperação, onde destacou a necessidade de redução da taxa de juros para atrair investimentos e impulsionar o crescimento econômico do país.","O vice-presidente também esteve presente em eventos relacionados ao setor automotivo e às relações diplomáticas com a China, reforçando a importância de estratégias para fortalecer a economia brasileira."
2437,alegria,positivo,alegria,positivo,neutro,neutro,medo,negativo,medo,negativo,"A manchete expressa alegria devido ao aumento significativo do dólar blue, mas com uma polaridade positiva, pois indica uma movimentação de mercado. O f1 também expressa alegria com uma polaridade positiva, pois detalha a valorização do dólar blue como resultado das eleições, indicando uma dinâmica de mercado favorável. O f2 apresenta uma polaridade neutra, com emoção de neutro, pois é informativo e aborda medidas tomadas pelo Banco Central sem carga emocional clara. O f3, porém, reflete medo com uma polaridade negativa, pois a desvalorização do peso e a inflação geram incerteza e preocupação sobre a economia. Geralmente, a notícia apresenta uma emoção mista de alegria e medo, mas a polaridade geral é negativa devido aos impactos econômicos negativos descritos.",Efeito Milei: dólar blue bate 780 pesos na Argentina,"O dólar blue na Argentina atingiu 780 pesos nesta quarta-feira, acumulando alta de 28,9% desde o início da semana, impulsionada pelas eleições primárias que indicaram Javier Milei como favorito na corrida presidencial.","O Banco Central elevou o dólar oficial para 350 pesos e anunciou o travamento do câmbio até as eleições, além de reajustar a taxa de juros para 118% ao ano, o maior em 20 anos.",A escalada do dólar paralelo e a desvalorização do peso agravaram a inflação e aumentaram os preços de bens e serviços no país.
2466,surpresa,positivo,alegria,positivo,alegria,positivo,medo,negativo,alegria,positivo,"A manchete expressa uma surpresa, pois anuncia uma medida drástica e inesperada do Banco Central. O f1 traz uma emoção de alegria, pois indica uma possível redução drástica dos juros do cartão de crédito, o que é uma notícia positiva para os consumidores. O f2 também apresenta uma emoção de alegria, visto que a proposta visa reduzir a inadimplência, um problema grave, e evitar financiamentos de longo prazo sem juros, o que é benéfico para o mercado. O f3, entretanto, apresenta um medo, pois alerta que a limitação das taxas poderia resultar na retirada dos cartões de circulação para clientes de maior risco, o que gera incerteza e preocupação. A emoção geral é de alegria, pois a proposta principal é vista como positiva e benéfica para os consumidores, apesar das preocupações levantadas.","BC estuda acabar com o rotativo do cartão de crédito, que hoje é de 454% ao ano","O presidente do Banco Central, Roberto Campos Neto, anunciou que a autoridade estuda propor ao Legislativo a extinção do rotativo do cartão de crédito, atualmente com taxa de 454% ao ano, substituindo-o por um parcelamento com juros de cerca de 9%.","Ele destacou que essa mudança visa reduzir a inadimplência elevada de 52% no rotativo, que é considerada um problema grave no Brasil, e evitar que os consumidores recorram a financiamentos de longo prazo sem juros.","Campos Neto também mencionou a possibilidade de limitar a taxa do cartão, mas alertou que essa medida poderia levar bancos a retirarem os cartões de circulação para os clientes de maior risco."
2477,alegria,positivo,alegria,positivo,alegria,positivo,alegria,positivo,alegria,positivo,"A manchete transmite uma informação sobre uma ação governamental positiva, com potencial de gerar crescimento e superação de expectativas na região amazônica, o que sugere uma emoção de alegria e polaridade positiva. O parágrafo f1 detalha os investimentos e redução nas taxas de juros, reforçando o otimismo e confiança nas políticas, indicando alegria e polaridade positiva. O parágrafo f2 amplia essa visão, incluindo medidas de sustentabilidade e apoio às mulheres, o que continua a refletir uma perspectiva positiva e de alegria. O parágrafo f3 menciona a recepção positiva das ações pelo movimento social, reiterando a emoção de alegria e polaridade positiva. De maneira geral, a notícia é predominantemente positiva e reflete uma emoção de alegria.",Governo lança Plano Safra para agricultura familiar da Amazônia,"O governo federal lançou o Plano Safra da Agricultura Familiar na Amazônia, com investimentos de R$ 71,6 bilhões e redução nas taxas de juros para estimular a produção regional.","As medidas incluem incentivos à produção sustentável, ampliação do microcrédito e apoio às mulheres do campo, buscando atender às demandas específicas da região.","O movimento social recebeu positivamente as ações, considerando-as uma conquista que deve ser prioritária na implementação."
2485,surpresa,neutro,neutro,neutro,neutro,neutro,neutro,neutro,neutro,neutro,"A manchete expressa expectativa e possibilidade de mudança na política monetária, o que pode gerar surpresa ou expectativa positiva no mercado financeiro. No f1, há uma confirmação de expectativa de corte na taxa Selic, o que reflete uma emoção neutra, pois é uma informação técnica e esperada. O f2 detalha os motivos técnicos para a manutenção do ritmo de corte, reforçando uma visão positiva da política monetária, o que também resulta em uma emoção neutra. O f3 reafirma a continuidade do ajuste da taxa Selic conforme o cenário econômico, o que é uma informação rotineira e neutra.","Para onde vai a taxa Selic? BC sinaliza novo corte de 0,5 p.p em setembro","Apesar da decisão dividida do Copom na terça-feira, os diretores do Banco Central afirmaram que o próximo corte de juros deve ser de 0,5 ponto percentual, levando a Selic para 12,75% ao ano.","A melhora do quadro inflacionário e a queda das expectativas de inflação foram fatores que motivaram a decisão de manter o ritmo de redução, reforçando a política monetária contracionista.","A taxa Selic, que orienta os juros no Brasil e é utilizada pelo BC para combater a inflação, continuará sendo ajustada conforme o cenário econômico e as metas do Conselho Monetário Nacional."
2499,alegria,positivo,neutro,neutro,alegria,positivo,alegria,positivo,alegria,positivo,"A manchete expressa alegria por permitir ajustes no arcabouço fiscal, indicando uma postura positiva da Câmara dos Deputados. O f1 apresenta uma postura neutra, com Arthur Lira informando sobre a liberdade do Senado para alterar o projeto e estabelecendo um prazo, sem emitir opinião. O f2 reflete alegria, pois Lira destaca a importância do projeto e elogia a postura do ministro Haddad, reforçando um sentimento de confiança e aprovação. O f3 também apresenta alegria, focando na importância do projeto para responsabilidade fiscal e social, e na necessidade de ajustes para cumprir metas de inflação, o que gera otimismo. A emoção geral da notícia é alegria, com uma polaridade positiva, pois enfatiza a possibilidade de melhoria e confiança no projeto fiscal.",Câmara dos Deputados permite ajustes no arcabouço fiscal após aprovação,"O presidente da Câmara dos Deputados, Arthur Lira, afirmou que o Senado terá liberdade para fazer alterações no projeto do arcabouço fiscal, enviado após aprovação na Câmara em maio, e que a Casa terá até 31 de agosto para analisá-lo.","Lira destacou que a Câmara deve focar nas modificações feitas pelo Senado, pois o restante do projeto já está em ordem, e elogiou a postura do ministro Fernando Haddad na negociação do texto.","Ele reforçou a importância do projeto para garantir responsabilidade fiscal e social, ressaltando a necessidade de ajustes para cumprir a meta de inflação."
2557,neutro,neutro,neutro,neutro,neutro,neutro,neutro,neutro,neutro,neutro,"A manchete expressa uma medida governamental que pode ser vista como positiva para o aumento das receitas públicas, mas carrega uma emoção de neutro, pois não indica claramente uma emoção específica. O f1 mantém a emoção neutra ao detalhar a medida econômica e suas intenções sem demonstrar opinião ou especulação. O f2 introduz uma medida que também visa aumentar a arrecadação, mas é descrita de forma neutra. O f3 continua com a mesma emoção neutra ao mencionar resistências anteriores e planos futuros, focando em informações factuais. Portanto, o rótulo geral é neutro, pois a notícia transmite informações factuais e rotineiras, sem carga emocional ou opinativa.",Governo fará projeto de lei para taxar fundos de investimentos de super-ricos,"O ministro da Fazenda, Fernando Haddad, anunciou que enviará ao Congresso um projeto de lei para tributar fundos de investimento exclusivos, como parte de um pacote de medidas econômicas previsto para agosto, visando aumentar as receitas públicas e cumprir a regra fiscal de déficit zero em 2024.","Além disso, o governo criou uma Secretaria de Apostas e Loterias e planeja tributar as apostas esportivas online, com previsão de arrecadação de pelo menos R$ 12 bilhões, por meio de uma alíquota de 16% sobre a receita bruta e Imposto de Renda de 30% sobre os prêmios.","As iniciativas buscam ampliar a arrecadação, enfrentando resistência anterior, e fazem parte de esforços para fortalecer as receitas do país e impulsionar o crédito, com a votação do marco de garantias prevista para agosto na Câmara."
2621,alegria,positivo,neutro,positivo,alegria,positivo,neutro,positivo,alegria,positivo,"A manchete expressa uma busca ativa do governo por apoio, o que sugere um esforço para aprovação de uma medida importante, gerando uma expectativa positiva. F1 detalha esse esforço, reforçando uma postura proativa e de negociação, o que é positivo e neutro em termos de emoção. F2 adiciona um componente de otimismo e previsão positiva sobre o avanço de pautas econômicas, incluindo a reforma tributária, indicando uma emoção de alegria e uma polaridade positiva. F3 continua com um relato positivo sobre os avanços nas negociações e a expectativa de retomada dos trabalhos legislativos, mantendo a emoção neutra e a polaridade positiva. A emoção geral da notícia é de alegria, refletindo um sentimento de otimismo e expectativa positiva quanto ao futuro das reformas econômicas.","Governo busca o maior apoio possível para a aprovação da reforma tributária, diz Haddad","O ministro da Fazenda, Fernando Haddad, afirmou que o governo busca apoio para aprovar a reforma tributária na Câmara dos Deputados e destacou a realização de reuniões com líderes para esclarecer dúvidas sobre o projeto.","Ele manifestou otimismo quanto ao avanço da pauta econômica, incluindo a reforma tributária, o arcabouço fiscal e o voto de qualidade do Carf, prevendo votações ainda nesta semana.","Haddad também relatou ao presidente Lula os avanços nas negociações e a expectativa de retomar os trabalhos legislativos em agosto, após o recesso."
2626,neutro,neutro,neutro,neutro,neutro,neutro,neutro,neutro,neutro,neutro,"A manchete expressa uma questão sobre a possível subida de preços de produtos como cerveja e cigarro, o que pode gerar tanto Medo quanto Surpresa, mas o contexto geral sugere que é mais uma informação neutra para os leitores. f1 apresenta fatos e informações sobre a criação do imposto seletivo, classificando-o como neutro. f2 descreve os objetivos da reforma tributária, incluindo a compensação de receita e a manutenção de recursos para setores específicos, mantendo o caráter informativo e neutro. f3 informa sobre a cronologia da implementação da reforma, com datas e etapas claras, sem expressar emoção ou polaridade significativa.",Reforma tributária: cerveja e cigarro podem ficar mais caros? Entenda o que será o imposto,"A proposta de reforma tributária no Brasil inclui a criação do imposto seletivo (IS) para substituir o IPI, incidindo sobre produtos prejudiciais à saúde e ao meio ambiente, como agrotóxicos, cigarros e bebidas alcoólicas.","O novo tributo visa compensar a redução de receita com a extinção do IPI e manter recursos para setores como a Zona Franca de Manaus, enquanto busca simplificar o sistema de impostos do país.","A implementação total do novo modelo está prevista para 2033, com início das mudanças em 2026, após aprovação em dois turnos na Câmara dos Deputados."
2630,neutro,neutro,neutro,neutro,surpresa,negativo,neutro,negativo,surpresa,negativo,"A manchete reflete uma ação política, marcando uma audiência, o que é neutro em termos de emoção. f1 confirma a manchete, mantendo um tom neutro ao informar o agendamento da audiência. f2 revela a mobilização de políticos, o que indica uma reação de surpresa ao movimento político inesperado e uma polaridade negativa devido à crítica à política monetária. f3 contextualiza o motivo dessa mobilização, mantendo uma emoção neutra, mas a polaridade negativa continua presente devido à crítica subjacente à autonomia do Banco Central. No geral, a notícia apresenta uma polaridade negativa com a emoção dominante de surpresa.","Audiência do Senado com Campos Neto será em 3 de agosto, diz Lindbergh após reunião com Pacheco","O presidente do Senado, Rodrigo Pacheco, agendou para 3 de agosto uma audiência com o presidente do Banco Central, Roberto Campos Neto.","A reunião foi marcada após uma mobilização de políticos governistas e opositores, que entregaram um pedido por escrito para que o Senado investigue a política monetária e pressionem por uma redução na taxa de juros.","O Senado é o palco preferencial para esse tipo de pressão devido à autonomia do Banco Central, que exige aprovação da Casa para a deposição de seus dirigentes."
2642,medo,negativo,medo,negativo,medo,negativo,medo,negativo,medo,negativo,"A manchete expressa uma disputa regional, sugerindo tensão e incerteza, o que pode ser interpretado como medo. A f1 apresenta um conflito entre governadores, indicando uma situação de disputa e incerteza, característico do medo. A f2 detalha a proposta e as discordâncias, reforçando o sentimento de medo devido à incerteza sobre critérios e gestão. A f3 mostra a pressão por mudanças, evidenciando a disputa e a busca por equilíbrio, novamente sugerindo medo. No geral, a emoção dominante é o medo devido à incerteza e disputa.",Reforma tributária: debate sobre ICMS vira disputa entre Nordeste e bloco Sul-Sudeste,"A votação da reforma tributária em plenário deve ocorrer ainda nesta semana, mas enfrenta resistência de governadores do Sul, Sudeste e Mato Grosso do Sul, que questionam a divisão do Fundo de Desenvolvimento Regional.","A proposta prevê a criação de um fundo que beneficiaria principalmente estados menos favorecidos, como os do Nordeste, o que gera discordâncias sobre critérios de distribuição e autonomia dos estados na gestão dos recursos.","Governadores do bloco Sul-Sudeste pressionam por uma repartição proporcional à população e por maior autonomia na administração do fundo, enquanto o governo busca equilibrar interesses regionais na proposta."
2661,medo,negativo,medo,negativo,medo,negativo,medo,negativo,medo,negativo,"A manchete expressa uma dúvida, sugerindo um sentimento de incerteza e cautela, o que está associado ao medo. O f1 explica os possíveis impactos negativos da Reforma Tributária para estados e municípios, indicando medo de perda de arrecadação. O f2 apresenta uma tentativa de compensação pelas perdas, mas enfrenta resistência, o que pode gerar tanto medo quanto raiva; a emoção dominante aqui é o medo devido à incerteza e possível insuficiência das medidas compensatórias. O f3 traz uma visão mista, com argumentos positivos sobre o crescimento econômico, mas também alertas sobre desigualdades, resultando em uma polaridade geral negativa devido ao foco nas possíveis desigualdades. No geral, a notícia tem uma polaridade negativa e emoção de medo, devido à incerteza e possíveis impactos negativos para estados e municípios.",Reforma Tributária: estados e municípios vão perder?,"A proposta de Reforma Tributária busca unificar a cobrança do ICMS e do ISS, transferindo a arrecadação para o destino do consumo e eliminando benefícios fiscais, o que pode afetar especialmente estados e municípios com menor atividade econômica.","Para compensar possíveis perdas de arrecadação, foram criados fundos de desenvolvimento regional e de benefícios fiscais, cuja implementação enfrenta resistência de governos locais, especialmente da Zona Franca de Manaus.","Economistas argumentam que a reforma pode impulsionar o crescimento econômico ao corrigir distorções, embora alguns alertem para desigualdades na distribuição de ganhos e perdas entre diferentes regiões e municípios."
2669,medo,negativo,medo,negativo,medo,negativo,medo,negativo,medo,negativo,"A manchete expressa incerteza econômica, sugerindo medo devido à imprevisibilidade das taxas de juros. O f1 reforça essa incerteza e o foco na inflação, indicando medo. O f2 menciona o atraso nos efeitos do aumento de juros, o que pode gerar medo de novas incertezas. O f3 discute a crise bancária e as falências, mas com um tom de determinação do Fed em estabilizar o sistema, o que pode ser neutro ou gerar medo pelo contexto de crise. A emoção geral da notícia é medo devido à incerteza e preocupações econômicas.","Decisões sobre taxas de juros dependerão da economia, que é incerta, diz Powell","Jerome Powell, presidente do Federal Reserve, afirmou que as decisões sobre o aperto monetário dependerão da evolução incerta da economia e serão tomadas de forma gradual, com o objetivo de reduzir a inflação para 2%.","Ele destacou que os efeitos do aumento de 5 pontos percentuais na taxa de juros, realizado em pouco mais de um ano, ainda estão por ser sentidos na atividade econômica e na inflação.","Powell também comentou sobre a crise bancária nos EUA, atribuindo as falências ao gerenciamento de juros inadequado e depósitos não segurados, e reforçou o compromisso do Fed em estabilizar o sistema financeiro e aprimorar a regulação."
2673,medo,negativo,medo,negativo,neutro,neutro,neutro,neutro,medo,negativo,"A manchete expressa uma solicitação da ministra Simone Tebet, indicando preocupação e necessidade de ação. O f1 detalha a ameaça de cortes orçamentários, gerando uma sensação de urgência e alerta, enquanto f2 tenta explicar a necessidade dessa flexibilidade de forma neutra, sem expressar uma emoção clara. O f3 é neutro, relatando uma informação factual sobre uma decisão futura sem carga emocional. A emoção geral é de medo, devido à ameaça de cortes orçamentários e à incerteza econômica.",Tebet pede a deputados que mantenham emenda ao arcabouço aprovada no Senado,"A ministra do Planejamento e Orçamento, Simone Tebet, pediu aos deputados que mantenham a emenda ao arcabouço fiscal aprovada no Senado, que permite despesas condicionadas no Orçamento de 2024, alertando que sua retirada pode resultar em cortes de R$ 33 bilhões nos ministérios.","Ela destacou a importância de incluir essa previsão na LDO e na LOA para garantir maior flexibilidade diante de possíveis aumentos da inflação no segundo semestre, sem alterar o mérito do texto.","Enquanto isso, Tebet evitou comentar sobre possíveis mudanças no sistema de metas de inflação do Conselho Monetário Nacional, que será decidido na quinta-feira à tarde."
